CHEMBL2|PRAZOSIN
CHEMBL2103875|TRAMETINIB
CHEMBL2104391|INSULIN DETEMIR
CHEMBL2104793|PYROVALERONE HYDROCHLORIDE
CHEMBL2104987|TEDUGLUTIDE
CHEMBL2105233|PROXIBARBAL
CHEMBL2105345|PROPANIDID
CHEMBL2105395|OSPEMIFENE
CHEMBL2105458|THENALIDINE
CHEMBL2105527|TETRAZEPAM
CHEMBL2105581|VERALIPRIDE
CHEMBL2105613|DIVALPROEX SODIUM
CHEMBL2105618|ALLYLESTRENOL
CHEMBL2105662|LOMITAPIDE MESYLATE
CHEMBL2105675|TAFAMIDIS MEGLUMINE
CHEMBL2105682|EDOXABAN TOSYLATE
CHEMBL2105684|SELUMETINIB SULFATE
CHEMBL2105689|LULICONAZOLE
CHEMBL2105695|TELOTRISTAT ETHYL
CHEMBL2105704|LENVATINIB MESYLATE
CHEMBL2105708|PONATINIB HYDROCHLORIDE
CHEMBL2105712|AFATINIB DIMALEATE
CHEMBL2105717|CABOZANTINIB
CHEMBL2105719|DACOMITINIB
CHEMBL2105729|DABRAFENIB MESYLATE
CHEMBL2105732|LEVOMILNACIPRAN HYDROCHLORIDE
CHEMBL2105740|SITAXENTAN SODIUM
CHEMBL2105741|TRAMETINIB DIMETHYL SULFOXIDE
CHEMBL2105743|OLODATEROL HYDROCHLORIDE
CHEMBL2105748|PRUCALOPRIDE SUCCINATE
CHEMBL2105749|SAMIDORPHAN L-MALATE
CHEMBL2105756|TIVOZANIB HYDROCHLORIDE
CHEMBL2105759|BARICITINIB
CHEMBL2105760|BREXPIPRAZOLE
CHEMBL2105842|CORTIVAZOL
CHEMBL2106155|ENCAINIDE HYDROCHLORIDE
CHEMBL2106195|DEXMEDETOMIDINE HYDROCHLORIDE
CHEMBL2106217|FENFLURAMINE HYDROCHLORIDE
CHEMBL2106419|LERCANIDIPINE HYDROCHLORIDE
CHEMBL2106483|VILOXAZINE HYDROCHLORIDE
CHEMBL2106615|BAZEDOXIFENE ACETATE
CHEMBL2106829|METHAQUALONE HYDROCHLORIDE
CHEMBL2107067|TESTOSTERONE UNDECANOATE
CHEMBL2107333|DIMETHYL FUMARATE
CHEMBL2107354|MIFAMURTIDE
CHEMBL2107355|MIGALASTAT HYDROCHLORIDE
CHEMBL2107360|PALIPERIDONE PALMITATE
CHEMBL2107386|VORAPAXAR SULFATE
CHEMBL2107387|VORTIOXETINE HYDROBROMIDE
CHEMBL2107797|NORGESTREL
CHEMBL2107815|TREPROSTINIL DIOLAMINE
CHEMBL2107830|EMPAGLIFLOZIN
CHEMBL2107834|RIOCIGUAT
CHEMBL2107857|METRELEPTIN
CHEMBL2107869|INSULIN DEGLUDEC
CHEMBL2107874|ROMOSOZUMAB
CHEMBL2107885|RETEPLASE
CHEMBL2108035|INCOBOTULINUMTOXINA
CHEMBL2108041|OCRELIZUMAB
CHEMBL2108078|PARATHYROID HORMONE
CHEMBL2108147|STREPTOKINASE
CHEMBL2108184|CROFELEMER
CHEMBL2108222|ALOXIPRIN
CHEMBL2108250|ANISTREPLASE
CHEMBL2108290|EPOETIN THETA
CHEMBL2108427|MENOTROPINS
CHEMBL2108508|INTERFERON ALFA-2A
CHEMBL2108570|ABOBOTULINUMTOXINA
CHEMBL2108581|CATUMAXOMAB
CHEMBL2108593|EPOETIN ZETA
CHEMBL2108611|INOTUZUMAB OZOGAMICIN
CHEMBL2108667|YTTRIUM Y 90 IBRITUMOMAB TIUXETAN
CHEMBL2108675|DUPILUMAB
CHEMBL2108677|PEGINTERFERON BETA-1A
CHEMBL2108681|TILDRAKIZUMAB
CHEMBL2108709|COLLAGENASE CLOSTRIDIUM HISTOLYTICUM
CHEMBL2108730|SARILUMAB
CHEMBL2108738|NIVOLUMAB
CHEMBL2108791|TENECTEPLASE
CHEMBL2108806|BEMIPARIN SODIUM
CHEMBL2108986|ARGIPRESSIN TANNATE
CHEMBL2109047|INTERFERON ALFA-N3
CHEMBL2109065|DROTRECOGIN ALFA (ACTIVATED)
CHEMBL2109092|EPOETIN BETA
CHEMBL2109093|EPOETIN DELTA
CHEMBL2109128|LENOGRASTIM
CHEMBL2109334|INEBILIZUMAB
CHEMBL2109540|ALIROCUMAB
CHEMBL2109624|CAPLACIZUMAB
CHEMBL2110368|BETHANIDINE SULFATE
CHEMBL2110372|RANITIDINE HYDROCHLORIDE
CHEMBL2110725|VINFLUNINE
CHEMBL2110732|DACOMITINIB
CHEMBL2110774|CHLORPHENOXAMINE
CHEMBL2110900|DAPOXETINE
CHEMBL2111101|PIMAVANSERIN
CHEMBL2111286|RANITIDINE BISMUTH CITRATE
CHEMBL2111290|TESAMORELIN ACETATE
CHEMBL2134724|IPRATROPIUM BROMIDE
CHEMBL2138684|FROVATRIPTAN SUCCINATE
CHEMBL2141296|IXAZOMIB
CHEMBL2145077|IVABRADINE HYDROCHLORIDE
CHEMBL2146063|CHLORTETRACYCLINE HYDROCHLORIDE
CHEMBL2146102|EPHEDRINE HYDROCHLORIDE
CHEMBL2146123|METHACYCLINE HYDROCHLORIDE
CHEMBL2146124|CEFUROXIME SODIUM
CHEMBL2146133|ESOMEPRAZOLE MAGNESIUM
CHEMBL2146140|ESOMEPRAZOLE STRONTIUM
CHEMBL2146146|ATROPINE SULFATE
CHEMBL2146883|COBIMETINIB
CHEMBL2159122|ELUXADOLINE
CHEMBL2178422|RIMEGEPANT
CHEMBL2181927|FINERENONE
CHEMBL2216870|IDELALISIB
CHEMBL2218894|FLUVASTATIN SODIUM
CHEMBL2218896|NABILONE
CHEMBL2218917|CEVIMELINE HYDROCHLORIDE
CHEMBL2218919|VOCLOSPORIN
CHEMBL2219425|ARIPIPRAZOLE LAUROXIL
CHEMBL2311030|ERGOLOID MESYLATES
CHEMBL2336071|SIPONIMOD
CHEMBL2354773|AUROTHIOGLUCOSE
CHEMBL2355051|CLOMIPHENE
CHEMBL2355333|ZIMELDINE HYDROCHLORIDE
CHEMBL2355456|IBUTILIDE FUMARATE
CHEMBL2356023|DIHYDROTACHYSTEROL
CHEMBL2356097|METOPROLOL SUCCINATE
CHEMBL2358147|CARPHENAZINE MALEATE
CHEMBL2359093|ROSE BENGAL SODIUM
CHEMBL2359670|THIETHYLPERAZINE MALATE
CHEMBL2359966|QUININE SULFATE
CHEMBL2360079|ACETOPHENAZINE MALEATE
CHEMBL2360464|PEMETREXED DISODIUM
CHEMBL2360580|BUCLIZINE HYDROCHLORIDE
CHEMBL2360628|ACRIFLAVINE
CHEMBL2361370|PENBUTOLOL SULFATE
CHEMBL2362016|ARSENIC TRIOXIDE
CHEMBL2364574|DOXYCYCLINE CALCIUM
CHEMBL2364607|COBIMETINIB FUMARATE
CHEMBL2364609|ESKETAMINE HYDROCHLORIDE
CHEMBL2364612|LATANOPROSTENE BUNOD
CHEMBL2364629|RIMEGEPANT SULFATE
CHEMBL2364638|UBROGEPANT
CHEMBL2364639|VALBENAZINE
CHEMBL2364648|GUSELKUMAB
CHEMBL2364649|MARGETUXIMAB
CHEMBL2364653|ANIFROLUMAB
CHEMBL2364655|EVOLOCUMAB
CHEMBL2368861|BUPRENORPHINE HYDROCHLORIDE
CHEMBL2368924|DOLASETRON MESYLATE
CHEMBL2368925|DOLASETRON
CHEMBL2396661|ALPELISIB
CHEMBL2403108|CERITINIB
CHEMBL2448612|ERGOTAMINE TARTRATE
CHEMBL2448613|PIMAVANSERIN TARTRATE
CHEMBL3039502|DUVELISIB
CHEMBL3039504|NINTEDANIB ESYLATE
CHEMBL3039507|SOTAGLIFLOZIN
CHEMBL3039520|LASMIDITAN
CHEMBL3039526|LASMIDITAN SUCCINATE
CHEMBL3039540|ADUCANUMAB
CHEMBL3039545|LUSPATERCEPT
CHEMBL3039588|PASIREOTIDE DIASPARTATE
CHEMBL3039596|FOSINOPRIL SODIUM
CHEMBL3084748|TROSPIUM CHLORIDE
CHEMBL3137301|SACUBITRIL
CHEMBL3137309|VENETOCLAX
CHEMBL3137310|BENZHYDROCODONE HYDROCHLORIDE
CHEMBL3137317|SONIDEGIB PHOSPHATE
CHEMBL3137318|TALAZOPARIB TOSYLATE
CHEMBL3137320|TALAZOPARIB
CHEMBL3137326|DUTETRABENAZINE
CHEMBL3137343|PEMBROLIZUMAB
CHEMBL3142541|BUTAMBEN PICRATE
CHEMBL3182733|PRAMIPEXOLE DIHYDROCHLORIDE
CHEMBL3183409|APALUTAMIDE
CHEMBL3183968|CEFTRIAXONE SODIUM
CHEMBL3184143|GUANADREL SULFATE
CHEMBL3184437|DICHLOROBENZYL ALCOHOL
CHEMBL3184799|MEPHENTERMINE SULFATE
CHEMBL3185958|CLOMIPHENE CITRATE
CHEMBL3186492|ONDANSETRON HYDROCHLORIDE
CHEMBL3186993|HYDROXYZINE HYDROCHLORIDE
CHEMBL3187246|METHAPYRILENE FUMARATE
CHEMBL3187365|ASENAPINE
CHEMBL3187723|BINIMETINIB
CHEMBL3188034|TRIPROLIDINE HYDROCHLORIDE
CHEMBL3188267|CAPMATINIB
CHEMBL3188993|QUETIAPINE FUMARATE
CHEMBL3189072|TIROFIBAN HYDROCHLORIDE
CHEMBL3218576|COPANLISIB
CHEMBL3233142|LUMATEPERONE TOSYLATE
CHEMBL3237547|CEDAZURIDINE
CHEMBL3244648|METHOTREXATE SODIUM
CHEMBL3286830|LORLATINIB
CHEMBL3301574|TISAGENLECLEUCEL
CHEMBL3301581|ABALOPARATIDE
CHEMBL3301582|POLATUZUMAB VEDOTIN
CHEMBL3301587|DURVALUMAB
CHEMBL3301589|ENFORTUMAB VEDOTIN
CHEMBL3301603|GILTERITINIB FUMARATE
CHEMBL3301607|FILGOTINIB
CHEMBL3301610|ABEMACICLIB
CHEMBL3301611|AMIFAMPRIDINE PHOSPHATE
CHEMBL3301612|ENCORAFENIB
CHEMBL3301622|GILTERITINIB
CHEMBL3301624|SETMELANOTIDE
CHEMBL3301627|TENAPANOR HYDROCHLORIDE
CHEMBL3301668|CARBETOCIN
CHEMBL3305985|ALCURONIUM
CHEMBL3306803|LUMATEPERONE
CHEMBL3348963|TELOTRISTAT ETIPRATE
CHEMBL3351077|CEFSULODIN
CHEMBL3353410|OSIMERTINIB
CHEMBL3392049|PYRITHIONE ZINC
CHEMBL3402762|TEPOTINIB
CHEMBL3544906|BENZPHETAMINE HYDROCHLORIDE
CHEMBL3544908|AZATADINE MALEATE
CHEMBL3544909|CALCIFEDIOL
CHEMBL3544914|TEZACAFTOR
CHEMBL3544971|DEXTROAMPHETAMINE SULFATE
CHEMBL3544974|ASENAPINE MALEATE
CHEMBL3544986|PERINDOPRIL ARGININE
CHEMBL3545057|ACETYLDIGITOXIN
CHEMBL3545058|DEXTROTHYROXINE SODIUM
CHEMBL3545063|OSIMERTINIB MESYLATE
CHEMBL3545068|COPANLISIB HYDROCHLORIDE
CHEMBL3545110|RIBOCICLIB
CHEMBL3545131|ISATUXIMAB
CHEMBL3545181|TIOTROPIUM BROMIDE
CHEMBL3545184|VELCALCETIDE
CHEMBL3545185|SELINEXOR
CHEMBL3545188|PASIREOTIDE PAMOATE
CHEMBL3545189|LANADELUMAB
CHEMBL3545252|DOCETAXEL
CHEMBL3545262|SACITUZUMAB GOVITECAN
CHEMBL3545311|BRIGATINIB
CHEMBL3545313|BEMPEDOIC ACID
CHEMBL3545367|LEMBOREXANT
CHEMBL3545368|PANOBINOSTAT LACTATE
CHEMBL3545376|ERDAFITINIB
CHEMBL3545432|IXAZOMIB CITRATE
CHEMBL3559672|RAUWOLFIA SERPENTINA
CHEMBL3590187|CLASCOTERONE
CHEMBL3622821|UPADACITINIB
CHEMBL3707183|QUINIDINE SULFATE
CHEMBL3707226|DEFIBROTIDE SODIUM
CHEMBL3707227|ATEZOLIZUMAB
CHEMBL3707246|OZANIMOD HYDROCHLORIDE
CHEMBL3707247|OZANIMOD
CHEMBL3707248|VALBENAZINE TOSYLATE
CHEMBL3707266|RIBOCICLIB SUCCINATE
CHEMBL3707290|SOMAPACITAN
CHEMBL3707313|TRIFAROTENE
CHEMBL3707314|METHOXY POLYETHYLENE GLYCOL-EPOETIN BETA
CHEMBL3707320|ALECTINIB HYDROCHLORIDE
CHEMBL3707326|BUROSUMAB
CHEMBL3707328|GALCANEZUMAB
CHEMBL3707330|ROLAPITANT HYDROCHLORIDE
CHEMBL3707348|ACALABRUTINIB
CHEMBL3707357|BROLUCIZUMAB
CHEMBL3707377|SEGESTERONE ACETATE
CHEMBL3813873|PEXIDARTINIB
CHEMBL3833307|SATRALIZUMAB
CHEMBL3833319|REVEFENACIN
CHEMBL3833320|EPTINEZUMAB
CHEMBL3833329|ERENUMAB
CHEMBL3833353|PRAMLINTIDE ACETATE
CHEMBL3833368|RUCAPARIB CAMSYLATE
CHEMBL3833373|AVELUMAB
CHEMBL3833389|DEXTROMORAMIDE
CHEMBL3833393|EMICIZUMAB
CHEMBL3889654|LAROTRECTINIB
CHEMBL3894860|TRILACICLIB
CHEMBL3936761|ZANUBRUTINIB
CHEMBL3989401|PAMIDRONATE DISODIUM
CHEMBL3989406|ENALAPRILAT
CHEMBL3989408|IBUPROFEN SODIUM
CHEMBL3989410|INDOMETHACIN SODIUM
CHEMBL3989478|THIETHYLPERAZINE MALEATE
CHEMBL3989509|PENTAZOCINE LACTATE
CHEMBL3989510|PENTAZOCINE HYDROCHLORIDE
CHEMBL3989514|IRINOTECAN HYDROCHLORIDE
CHEMBL3989516|FOSTAMATINIB DISODIUM
CHEMBL3989519|DOXAPRAM HYDROCHLORIDE
CHEMBL3989520|HISTAMINE PHOSPHATE
CHEMBL3989521|ISOPROTERENOL SULFATE
CHEMBL3989543|VINDESINE SULFATE
CHEMBL3989555|MECLIZINE HYDROCHLORIDE
CHEMBL3989556|REMOXIPRIDE HYDROCHLORIDE
CHEMBL3989558|METHYSERGIDE MALEATE
CHEMBL3989559|PANTOPRAZOLE SODIUM
CHEMBL3989562|TERAZOSIN HYDROCHLORIDE
CHEMBL3989566|METOPROLOL FUMARATE
CHEMBL3989569|IBANDRONATE SODIUM
CHEMBL3989676|OXYPHENBUTAZONE
CHEMBL3989677|HYDROCODONE BITARTRATE
CHEMBL3989693|LEVALBUTEROL TARTRATE
CHEMBL3989694|OLANZAPINE PAMOATE
CHEMBL3989695|REGADENOSON
CHEMBL3989698|TRANYLCYPROMINE SULFATE
CHEMBL3989724|FLURAZEPAM HYDROCHLORIDE
CHEMBL3989740|DOXYCYCLINE HYCLATE
CHEMBL3989754|FLURBIPROFEN SODIUM
CHEMBL3989767|CALCITONIN SALMON
CHEMBL3989780|SUCRALFATE
CHEMBL3989798|FORMOTEROL FUMARATE
CHEMBL3989803|DIPYRONE
CHEMBL3989820|ZOLPIDEM TARTRATE
CHEMBL3989821|TUBOCURARINE CHLORIDE
CHEMBL3989824|THIOTHIXENE HYDROCHLORIDE
CHEMBL3989830|SIBUTRAMINE HYDROCHLORIDE
CHEMBL3989833|ZIPRASIDONE MESYLATE
CHEMBL3989844|DEXTROAMPHETAMINE SACCHARATE
CHEMBL3989845|IMIPRAMINE PAMOATE
CHEMBL3989855|PSEUDOEPHEDRINE SULFATE
CHEMBL3989861|DESVENLAFAXINE FUMARATE
CHEMBL3989868|TUCATINIB
CHEMBL3989869|UMBRALISIB TOSYLATE
CHEMBL3989871|AVACOPAN
CHEMBL3989885|TRIMEPRAZINE TARTRATE
CHEMBL3989887|TACROLIMUS
CHEMBL3989915|DIFELIKEFALIN
CHEMBL3989919|FOSNETUPITANT CHLORIDE HYDROCHLORIDE
CHEMBL3989920|PITAVASTATIN SODIUM
CHEMBL3989921|NERATINIB MALEATE
CHEMBL3989922|NIRAPARIB TOSYLATE
CHEMBL3989923|PITAVASTATIN MAGNESIUM
CHEMBL3989924|LUTETIUM DOTATATE LU-177
CHEMBL3989931|ENASIDENIB MESYLATE
CHEMBL3989932|ANGIOTENSIN II ACETATE
CHEMBL3989937|CAPMATINIB HYDROCHLORIDE
CHEMBL3989939|LAROTRECTINIB SULFATE
CHEMBL3989944|DIROXIMEL FUMARATE
CHEMBL3989949|CENOBAMATE
CHEMBL3989958|IVOSIDENIB
CHEMBL3989973|PEXIDARTINIB HYDROCHLORIDE
CHEMBL3989986|RAVULIZUMAB
CHEMBL3990029|RISANKIZUMAB
CHEMBL3991065|ATOGEPANT
CHEMBL4066936|VERICIGUAT
CHEMBL4101807|VOXELOTOR
CHEMBL4164059|PITOLISANT HYDROCHLORIDE
CHEMBL4204794|AVAPRITINIB
CHEMBL4216467|RIPRETINIB
CHEMBL4297064|MILNACIPRAN HYDROCHLORIDE
CHEMBL4297066|ELIGLUSTAT TARTRATE
CHEMBL4297091|CODEINE SULFATE
CHEMBL4297147|HALOPERIDOL LACTATE
CHEMBL4297185|DAROLUTAMIDE
CHEMBL4297216|FEDRATINIB HYDROCHLORIDE
CHEMBL4297229|PRABOTULINUMTOXIN A
CHEMBL4297240|ONASEMNOGENE ABEPARVOVEC
CHEMBL4297522|PEMIGATINIB
CHEMBL4297533|BREMELANOTIDE ACETATE
CHEMBL4297534|GLASDEGIB MALEATE
CHEMBL4297549|HUMAN C1-ESTERASE INHIBITOR
CHEMBL4297558|INOTUZUMAB
CHEMBL4297573|TAGRAXOFUSP
CHEMBL4297723|CEMIPLIMAB
CHEMBL4297734|CRIZANLIZUMAB
CHEMBL4297756|FREMANEZUMAB
CHEMBL4297770|INOTERSEN
CHEMBL4297774|AMIVANTAMAB
CHEMBL4297778|LONCASTUXIMAB TESIRINE
CHEMBL4297819|ROPEGINTERFERON ALFA-2B
CHEMBL4297841|TISOTUMAB VEDOTIN
CHEMBL4297844|TRASTUZUMAB DERUXTECAN
CHEMBL4297852|CENEGERMIN
CHEMBL4298047|TAFASITAMAB
CHEMBL4298124|DOSTARLIMAB
CHEMBL4298128|ELEXACAFTOR
CHEMBL4298139|SERDEXMETHYLPHENIDATE CHLORIDE
CHEMBL4298150|SIPONIMOD FUMARATE
CHEMBL4298185|LONAPEGSOMATROPIN
CHEMBL4298209|BELANTAMAB MAFODOTIN
CHEMBL4298211|PEGCETACOPLAN
CHEMBL4535757|SOTORASIB
CHEMBL4559134|SELPERCATINIB
CHEMBL4582651|PRALSETINIB
CHEMBL4585668|BELZUTIFAN
CHEMBL4594214|ZICONOTIDE
CHEMBL4594217|CANAGLIFLOZIN
CHEMBL4594230|LIPEGFILGRASTIM
CHEMBL4594242|CALCITONIN
CHEMBL4594248|CALCITONIN HUMAN
CHEMBL4594251|NETARSUDIL DIMESYLATE
CHEMBL4594260|TAZEMETOSTAT HYDROBROMIDE
CHEMBL4594262|AMLODIPINE BENZOATE
CHEMBL4594272|BEROTRALSTAT HYDROCHLORIDE
CHEMBL4594288|LEVAMLODIPINE MALEATE
CHEMBL4594292|TEPOTINIB HYDROCHLORIDE
CHEMBL4594301|REMIMAZOLAM BESYLATE
CHEMBL4594393|CALCIUM OXYBATE
CHEMBL4594394|MAGNESIUM OXYBATE
CHEMBL4594395|POTASSIUM OXYBATE
CHEMBL4650272|TRILACICLIB DIHYDROCHLORIDE
CHEMBL4650273|SETMELANOTIDE ACETATE
CHEMBL4650319|MOBOCERTINIB
CHEMBL4802130|BELUMOSUDIL MESYLATE
